0,-0.01,2,77.68801167,24.56710637669413,3,u
0,-0.11,2,7.99897871,2.5294991678795484,3,u
0,-0.21,2,2.837070719,0.897160535532777,3,u
0,-0.31,2,1.438325704,0.45483852405402453,3,u
0,-0.41,2,0.867042713,0.27418298007830005,3,u
0,-0.51,2,0.579120976,0.18313413262046194,3,u
0,-0.61,2,0.413996312,0.13091712881972425,3,u
0,-0.71,2,0.310605087,0.09822195287034391,3,u
0,-0.81,2,0.241611232,0.07640418007669039,3,u
0,-0.91,2,0.193290691,0.061123883375158145,3,u
0,-0.01,2,-70.84029865,22.40166938605512,3,d
0,-0.11,2,-7.1329424,2.2556344402787825,3,d
0,-0.21,2,-2.519210251,0.7966442297688248,3,d
0,-0.31,2,-1.274889256,0.4031553814702397,3,d
0,-0.41,2,-0.767759758,0.24278695317321364,3,d
0,-0.51,2,-0.51248502,0.1620619929916945,3,d
0,-0.61,2,-0.366201213,0.11580299140477791,3,d
0,-0.71,2,-0.274658974,0.08685479363800566,3,d
0,-0.81,2,-0.213597852,0.06754557150070963,3,d
0,-0.91,2,-0.17084706,0.05402658411434467,3,d
1,-0.058,2,0.3,0.09551963149007643,3,NS
1,-0.114,2,0.07,0.02640075756488817,3,NS
1,-0.169,2,0.24,0.07354590403278757,3,NS
1,-0.222,2,0.25,0.07648529270389177,3,NS
1,-0.273,2,0.127,0.09314832258285707,3,NS
1,-0.324,2,0.179,0.09801882472260112,3,NS
1,-0.421,2,0.13,0.09716995420396163,3,NS
1,-0.468,2,0.153,0.07875792023663397,3,NS
1,-0.514,2,0.207,0.09508107067129608,3,NS
1,-0.559,2,0.032,0.07263718056202347,3,NS
1,-0.603,2,0.065,0.09894063876891032,3,NS
1,-0.647,2,0.143,0.07621948569755636,3,NS
1,-0.69,2,0.061,0.06560403950977409,3,NS
1,-0.773,2,0.22,0.0670820393249937,3,NS
1,-0.814,2,0.114,0.06733231022325017,3,NS
1,-0.854,2,0.123,0.07301102656448545,3,NS
1,-0.893,2,0.202,0.09564705954706605,3,NS
1,-0.932,2,0.125,0.07765468434035387,3,NS
1,-0.97,2,0.022,0.06732428982172779,3,NS
